region_id,voltage_kv,line_id,from_node,to_node,current_limit_a,max_loading_pct,screen_type,n_minus_1_method,precise_ac_or_dc_claim,visible_in_client_matrix,screen_status
QX-00008,110,XL-00196,BDZ-00217,BDZ-00125,445,81.46,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00197,BDZ-00217,BDZ-00166,1060,26.98,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00199,BDZ-00104,BDZ-00349,660,61.03,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00260,BDZ-00226,BDZ-00038,660,26.68,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00261,BDZ-00226,BDZ-00043,376,44.28,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00262,BDZ-00226,BDZ-00070,660,66.6,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00263,BDZ-00226,BDZ-00107,660,24.77,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00264,BDZ-00226,BDZ-00170,660,60.36,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00288,BDZ-00230,BDZ-00063,660,60.61,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00290,BDZ-00230,BDZ-00081,511,32.83,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00292,BDZ-00230,BDZ-00121,301,69.8,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00295,BDZ-00166,BDZ-00333,660,11.51,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00296,BDZ-00166,BDZ-00333,660,9.75,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00319,BDZ-00235,BDZ-00381,660,26.84,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00331,BDZ-00238,BDZ-00043,1060,39.43,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00360,BDZ-00244,BDZ-00003,660,35.2,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00361,BDZ-00244,BDZ-00030,1060,36.65,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00362,BDZ-00244,BDZ-00369,660,79.07,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00363,BDZ-00244,BDZ-00067,660,12.11,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00364,BDZ-00244,BDZ-00067,660,11.88,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00365,BDZ-00244,BDZ-00081,660,18.18,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00366,BDZ-00244,BDZ-00125,445,62.92,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00367,BDZ-00244,BDZ-00138,660,24.68,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00008,110,XL-00368,BDZ-00244,BDZ-00166,1060,17.2,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00039,BDZ-00014,BDZ-00378,511,0,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00040,BDZ-00014,BDZ-00378,511,0,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00044,BDZ-00191,BDZ-00014,511,0,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00045,BDZ-00191,BDZ-00014,511,0,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00046,BDZ-00191,BDZ-00055,660,20.85,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00057,BDZ-00192,BDZ-00084,660,19,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00059,BDZ-00192,BDZ-00020,301,52.95,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00062,BDZ-00194,BDZ-00163,511,4.53,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00063,BDZ-00194,BDZ-00347,660,80.57,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00064,BDZ-00194,BDZ-00069,511,32.75,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00065,BDZ-00194,BDZ-00358,511,0,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00066,BDZ-00194,BDZ-00087,511,22.01,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00098,BDZ-00194,BDZ-00228,511,10.26,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00117,BDZ-00068,BDZ-00384,511,34.52,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00118,BDZ-00068,BDZ-00384,511,0,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00156,BDZ-00210,BDZ-00079,445,51.6,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00163,BDZ-00210,BDZ-00020,445,28.38,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00168,BDZ-00211,BDZ-00228,660,27.39,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00181,BDZ-00215,BDZ-00091,660,48.06,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00185,BDZ-00215,BDZ-00150,660,23.74,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00198,BDZ-00218,BDZ-00040,511,42.63,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00200,BDZ-00218,BDZ-00057,376,75.89,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00202,BDZ-00218,BDZ-00091,376,54.76,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00203,BDZ-00218,BDZ-00383,660,32.12,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00204,BDZ-00218,BDZ-00230,376,38.05,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00205,BDZ-00218,BDZ-00150,376,46.22,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00206,BDZ-00218,BDZ-00237,376,63.1,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00207,BDZ-00218,BDZ-00180,660,18.2,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00232,BDZ-00221,BDZ-00176,301,93.29,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00246,BDZ-00128,BDZ-00345,660,62.53,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00254,BDZ-00224,BDZ-00086,660,19.27,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00256,BDZ-00224,BDZ-00127,660,24.97,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00259,BDZ-00224,BDZ-00159,376,28.23,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00279,BDZ-00228,BDZ-00077,660,21.82,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00280,BDZ-00228,BDZ-00129,511,21.92,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00281,BDZ-00229,BDZ-00086,660,25.09,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00282,BDZ-00229,BDZ-00127,1060,34.97,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00283,BDZ-00229,BDZ-00129,376,24.23,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00286,BDZ-00229,BDZ-00178,660,29.05,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00287,BDZ-00192,BDZ-00230,660,33.62,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00289,BDZ-00230,BDZ-00079,660,29.2,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00291,BDZ-00230,BDZ-00084,511,33.86,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00293,BDZ-00230,BDZ-00176,511,73.98,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00328,BDZ-00237,BDZ-00057,376,82.47,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00329,BDZ-00237,BDZ-00128,660,69.83,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00340,BDZ-00239,BDZ-00069,511,38.08,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00341,BDZ-00239,BDZ-00087,511,20.73,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00350,BDZ-00242,BDZ-00055,301,50.65,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00009,110,XL-00353,BDZ-00242,BDZ-00136,376,100.39,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00095,BDZ-00199,BDZ-00044,660,20.46,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00096,BDZ-00234,BDZ-00200,511,33.47,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00097,BDZ-00234,BDZ-00185,1060,18.93,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00102,BDZ-00200,BDZ-00340,660,73.78,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00103,BDZ-00200,BDZ-00049,511,73.57,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00107,BDZ-00200,BDZ-00120,376,67.47,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00108,BDZ-00200,BDZ-00122,1060,23.42,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00119,BDZ-00205,BDZ-00054,660,32.99,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00120,BDZ-00205,BDZ-00089,1060,14.23,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00121,BDZ-00205,BDZ-00097,660,23.56,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00122,BDZ-00205,BDZ-00099,660,11.57,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00123,BDZ-00205,BDZ-00011,660,9.86,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00124,BDZ-00205,BDZ-00179,1060,30.73,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00125,BDZ-00205,BDZ-00185,1060,27.97,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00132,BDZ-00207,BDZ-00009,1060,17.67,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00133,BDZ-00207,BDZ-00099,511,29.85,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00134,BDZ-00207,BDZ-00145,445,63.93,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00135,BDZ-00207,BDZ-00035,660,43.44,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00136,BDZ-00207,BDZ-00179,660,70.31,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00172,BDZ-00214,BDZ-00080,445,44.94,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00173,BDZ-00214,BDZ-00109,376,66.15,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00174,BDZ-00214,BDZ-00089,660,0,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00175,BDZ-00214,BDZ-00090,511,11.77,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00176,BDZ-00214,BDZ-00120,376,63.01,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00177,BDZ-00214,BDZ-00133,376,40.57,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00178,BDZ-00214,BDZ-00160,376,40.02,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00179,BDZ-00214,BDZ-00160,376,51.81,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00223,BDZ-00108,BDZ-00120,660,33.58,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00224,BDZ-00108,BDZ-00120,660,24.93,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00278,BDZ-00145,BDZ-00009,1060,15.46,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00309,BDZ-00234,BDZ-00049,511,33.31,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00310,BDZ-00234,BDZ-00080,445,69.71,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00311,BDZ-00234,BDZ-00109,445,39.16,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00312,BDZ-00234,BDZ-00207,445,30.11,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00313,BDZ-00234,BDZ-00108,511,41.58,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00314,BDZ-00234,BDZ-00108,511,48.58,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00315,BDZ-00234,BDZ-00122,445,43.08,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00316,BDZ-00234,BDZ-00133,376,71.66,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00317,BDZ-00234,BDZ-00145,376,49.79,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00318,BDZ-00234,BDZ-00035,660,20.94,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00342,BDZ-00241,BDZ-00368,660,42.44,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00343,BDZ-00241,BDZ-00090,511,15.54,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00344,BDZ-00241,BDZ-00168,511,8.35,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00345,BDZ-00241,BDZ-00168,511,14.05,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00346,BDZ-00241,BDZ-00011,660,15.03,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00347,BDZ-00241,BDZ-00044,511,82.41,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00355,BDZ-00179,BDZ-00355,511,2.03,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00356,BDZ-00179,BDZ-00366,660,4.73,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00358,BDZ-00185,BDZ-00157,511,24.08,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
QX-00010,110,XL-00359,BDZ-00185,BDZ-00157,511,24.08,internal_capacity_network_screen,capacity_network_contingency_screen,False,False,screen_only_without_impedance
